食品分类,样品名称,热量(kcal),修正热量(kcal),水分(g),粗蛋白(g),粗脂肪(g),饱和脂肪(g),灰分(g),总碳水化合物(g),膳食纤维(g),糖质总量(g),葡萄糖(g),果糖(g),半乳糖(g),麦芽糖(g),蔗糖(g),乳糖(g),钠(mg),钾(mg),钙(mg),镁(mg),铁(mg),锌(mg),磷(mg),铜(mg),锰(mg),维生素A总量(IU),视网醇当量(RE)(ug),视网醇(ug),α-胡萝卜素(ug),β-胡萝卜素(ug),维生素D总量(IU),维生素D总量(ug),维生素D2(ug),维生素D3(ug),维生素E总量(mg),α-维生素E当量(α-TE)(mg),α-生育酚(mg),β-生育酚(mg),γ-生育酚(mg),δ-生育酚(mg),维生素K1(ug),维生素K2 (MK-4)(ug),维生素K2 (MK-7)(ug),维生素B1(mg),维生素B2(mg),烟碱素(mg),维生素B6(mg),维生素B12(ug),叶酸(ug),维生素C(mg),脂肪酸S总量(mg),酪酸(4:0)(mg),己酸(6:0)(mg),辛酸(8:0)(mg),癸酸(10:0)(mg),月桂酸(12:0)(mg),十三酸(13:0)(mg),肉豆蔻酸(14:0)(mg),十五酸(15:0)(mg),棕榈酸(16:0)(mg),十七酸(17:0)(mg),硬脂酸(18:0)(mg),十九酸(19:0)(mg),花生酸(20:0)(mg),山酸(22:0)(mg),廿四酸(24:0)(mg),脂肪酸M总量(mg),肉豆蔻烯酸(14:1)(mg),棕榈烯酸(16:1)(mg),油酸(18:1)(mg),鳕烯酸(20:1)(mg),芥子酸(22:1)(mg),脂肪酸P总量(mg),亚麻油酸(18:2)(mg),次亚麻油酸(18:3)(mg),十八碳四烯酸(18:4)(mg),花生油酸(20:4)(mg),廿碳五烯酸(20:5)(mg),廿二碳五烯酸(22:5)(mg),廿二碳六烯酸(22:6)(mg),其他脂肪酸(mg),反式脂肪(mg),水解胺基酸总量(mg),天门冬胺酸(Asp)(mg),酥胺酸(Thr)(mg),丝胺酸(Ser)(mg),麸胺酸(Glu)(mg),脯胺酸(Pro)(mg),甘胺酸(Gly)(mg),丙胺酸(Ala)(mg),胱胺酸(Cys)(mg),缬胺酸(Val)(mg),甲硫胺酸(Met)(mg),异白胺酸(Ile)(mg),白胺酸(Leu)(mg),酪胺酸(Tyr)(mg),苯丙胺酸(Phe)(mg),离胺酸(Lys)(mg),组胺酸(His)(mg),精胺酸(Arg)(mg),色胺酸(Trp)(mg),胆固醇(mg),酒精含量(g)
蔬菜类,糯米椒,0.00564385994658791,-0.0011628209698285423,-0.0011556934160497079,-0.008790849673202612,-0.022038898111175917,-0.023977159910679315,-0.01975494038927359,0.031179966468983807,0.014820338547077039,-0.004425257680773741,-0.012209933096257012,-0.009363918813954271,-0.025,-0.9750000000000001,-0.02415532147470933,-0.025,-0.024976296952704907,-0.017030453924980295,-0.020665091115079907,-0.010694961966658052,-0.021785389167045973,-0.04131656408884133,-0.0077068741204128315,-0.025,-0.025,-0.02328175400238389,-0.024427119340858873,-0.025,-0.025,-0.015354567307692309,-0.025,-0.025,-0.025,-0.025,-0.024945590087331136,-0.024952038996468265,-0.02495375954273995,-0.0249202610879805,-0.024847268006465657,-0.025,-0.025,-0.025,-0.9750000000000001,-0.013858341773983502,-0.023220588235294118,-0.009041086050854762,0.017465753424657532,-0.025,-0.07500000000000001,0.0713961953426808,-0.023977371086058036,-0.025,-0.125,-0.025,-0.024873080047260375,-0.02494351620756289,-0.015931192220338442,-0.02488508621432017,-0.025,-0.023160122260319427,-0.024171255424682604,-0.02371391240176994,-0.9750000000000001,-0.02396520756765954,-0.025,-0.07500000000000001,-0.023978596014879484,-0.225,-0.025,-0.023974691574212087,-0.025,-0.025,-0.02356643767279058,-0.02362619011775687,-0.024758797604114136,-0.025,-0.025,-0.025,-0.025,-0.025,-0.025,-0.17500000000000002,-0.07500000000000001,-0.07500000000000001,-0.07500000000000001,-0.07500000000000001,-0.07500000000000001,-0.07500000000000001,-0.07500000000000001,-0.025,-0.025,-0.07500000000000001,-0.025,-0.07500000000000001,-0.025,-0.07500000000000001,-0.07500000000000001,-0.07500000000000001,-0.07500000000000001,-0.07500000000000001,-0.025,-0.025,-0.025
蔬菜类,红辣椒平均值,0.06438213405356427,0.04026481081699306,-0.14406844106463879,0.02157777777777778,-0.016407819502395303,-0.021363457860691385,-0.013411960587583541,0.1389236293571553,0.1160901374172677,0.004591086926300319,-0.00964227593273461,0.003806862314680349,-0.025,-0.9750000000000001,-0.025,-0.025,-0.024813932529348406,-0.0051121565762405514,-0.01811041344482256,0.015073010850211219,-0.00014792899408284238,-0.06599377843189726,0.01718081342753558,-0.01432749538208935,-0.025,0.020546889289273507,-0.009814255125987081,-0.025,-0.014583333333333332,0.22947708173076922,-0.025,-0.025,-0.025,-0.025,-0.023498716528226056,-0.023693439029348437,-0.023718279046319606,-0.02471977468061718,-0.018911084524430757,-0.02427281368821293,-0.025,-0.025,-0.9750000000000001,-0.0011973665171465808,-0.016650735294117647,0.024087774745007902,0.164972602739726,-0.025,-0.0492936972464909,0.03403102057777846,-0.021363512541765148,-0.025,-0.125,-0.025,-0.025,-0.02460918783349735,-0.025,-0.022993295721583113,-0.025,-0.019042681620228503,-0.0215281357464863,-0.0224969981518692,-0.9750000000000001,-0.016678099476944645,-0.01915068618236557,-0.06523847700159177,-0.023669151064319934,-0.225,-0.02464811142297691,-0.023781596686945725,-0.024361292897072555,-0.025,-0.020033664659107636,-0.021216730673763617,-0.02282976723075455,-0.025,-0.025,-0.025,-0.025,-0.025,-0.025,-0.17500000000000002,-0.040825071830106203,-0.01066379070414697,-0.043881155015197584,-0.02910075431034484,-0.053825728297238,-0.05764582019745891,-0.058613811507419955,-0.007600853113806982,-0.01083497765016491,-0.04909785190801113,-0.017720327129536473,-0.05044855979051499,0.0003340418237915699,-0.048307274011299445,-0.040339500000000014,-0.05599098039215687,-0.058958189655172424,-0.042857116168478274,-0.015781642904132163,-0.025,-0.025
蔬菜类,长辣椒(红皮),0.028743407488105548,0.014154436224804258,-0.05656894136481894,0.0062771241830065355,-0.01811568735948475,-0.022014629318143342,-0.016866736037242744,0.06826226759752771,0.06034784673374292,0.0062295195916827195,-0.008195708516665661,0.004566715072101577,-0.025,-0.9750000000000001,-0.025,-0.025,-0.024601988990297186,-0.011110426239593952,-0.019875775235478642,0.003571377736183247,0.01883818843878015,-0.07001772812416378,0.005487294907575359,-0.015764178696038862,-0.025,0.0012671961583179785,-0.01624233885472516,-0.025,-0.004166666666666673,0.1200479471153846,-0.025,-0.025,-0.025,-0.025,-0.023627063705620437,-0.0238004372322948,-0.02382398688233503,-0.024598457621616082,-0.019848477134747803,-0.02328897338403042,-0.025,-0.025,-0.9750000000000001,-0.004597742728982782,-0.018981617647058822,0.00481611837379687,0.11493150684931511,-0.025,-0.04817179621071009,0.03442172133039878,-0.02201477623540274,-0.025,-0.125,-0.025,-0.025,-0.024622190669644335,-0.025,-0.023177935526392864,-0.025,-0.020385561622464465,-0.019436476521115777,-0.02277915842928836,-0.9750000000000001,-0.016973966202657724,-0.02157042538721928,-0.06878494478084643,-0.024345041441089153,-0.225,-0.02443611264229649,-0.024450322738517275,-0.025,-0.025,-0.020695090952442458,-0.02205888114038882,-0.022656243647053223,-0.025,-0.025,-0.025,-0.025,-0.025,-0.025,-0.17500000000000002,-0.05400410854327158,-0.028656206512663533,-0.054424164133738615,-0.043176903735632204,-0.06140651586240394,-0.06695696404106155,-0.06344441551679252,-0.015124218653779468,-0.016087250819375717,-0.06040283042709124,-0.02213028446445133,-0.06202982251963923,-0.011345903325334252,-0.062077683615819224,-0.05593983333333334,-0.06399850980392158,-0.06494956896551725,-0.05852437160326088,-0.019768707232048988,-0.025,-0.025
蔬菜类,朝天椒(长果),0.0751264097884477,0.045785810061783026,-0.16445867520512314,0.019326797385620917,-0.011552410007926181,-0.019448011973540402,-0.01163777791419316,0.15440494957836,0.1466479189544811,0.002952654260917918,-0.011088843348803572,0.0030470095572591276,-0.025,-0.9750000000000001,-0.025,-0.025,-0.024907497189723776,-0.003327833426258822,-0.020279787572220015,0.024323357467154236,-0.010828686845698682,-0.0626973508161627,0.02432316691642289,-0.01289081206813984,-0.025,0.0541317109971319,0.0013833039277822493,-0.025,-0.025,0.4192085336538462,-0.025,-0.025,-0.025,-0.025,-0.023862660778066053,-0.02403918839830637,-0.024064329724140188,-0.02456143598389274,-0.019520739731955353,-0.025,-0.025,-0.025,-0.9750000000000001,-0.003801909998553031,-0.01475367647058824,0.02760020112052866,0.10212328767123291,-0.025,-0.05041559828227171,0.04097067243316454,-0.019448331758499894,-0.025,-0.125,-0.025,-0.025,-0.024514682966106708,-0.025,-0.022277789919850823,-0.025,-0.015366138200337501,-0.025,-0.021503241001555165,-0.9750000000000001,-0.01462863896359357,-0.013389739357678291,-0.05658483729631272,-0.02211356100046136,-0.225,-0.025,-0.022259884433264838,-0.023000723740012677,-0.025,-0.017863481577792398,-0.018902723167054353,-0.022784970011306756,-0.025,-0.025,-0.025,-0.025,-0.025,-0.025,-0.17500000000000002,-0.039860712054965663,-0.02040711104926246,-0.04204027355623101,-0.027704022988505758,-0.053874851299191645,-0.0568362578913357,-0.057571205415256455,-0.00580704884187699,-0.009400663065850561,-0.04705951478392723,-0.01707971520737845,-0.047840995053826024,0.004116643812135758,-0.04311882062146894,-0.035342333333333344,-0.0533209411764706,-0.05827902298850576,-0.04375127377717392,-0.002576221480347491,-0.025,-0.025
蔬菜类,朝天椒(圆果),0.0892764736275048,0.060854186164391914,-0.2111777066239744,0.03913071895424836,-0.019556358143777947,-0.025,-0.011732374154294522,0.19410467182143482,0.1412758832200556,-0.025,-0.025,-0.025,-0.025,-0.9750000000000001,-0.025,-0.025,-0.024932308506794478,-0.0008982062176763513,-0.01417567752676903,0.01732429734729616,-0.00845186618115612,-0.06526792881990903,0.021732034067090962,-0.025,-0.025,0.006027649559456928,-0.014655071172853251,-0.025,-0.025,0.1491747596153846,-0.025,-0.025,-0.025,-0.025,-0.023006403595097348,-0.02324069145744414,-0.0232665205324836,-0.025,-0.01736340032328272,-0.02452471482889734,-0.025,-0.025,-0.9750000000000001,0.004807553176096078,-0.016213235294117646,0.03984700474069818,0.2778767123287671,-0.025,-0.07500000000000001,0.02670070644729349,-0.025,-0.025,-0.125,-0.025,-0.025,-0.025,-0.025,-0.025,-0.025,-0.025,-0.025,-0.025,-0.9750000000000001,-0.025,-0.025,-0.07500000000000001,-0.025,-0.225,-0.025,-0.025,-0.025,-0.025,-0.025,-0.025,-0.025,-0.025,-0.025,-0.025,-0.025,-0.025,-0.025,-0.17500000000000002,-0.028610396280102722,0.017071945449485107,-0.03517902735562311,-0.016421336206896564,-0.04619582220112979,-0.04914423865997948,-0.05482582660765427,-0.00187129184576448,-0.00701701906526846,-0.03983118524134446,-0.013951011281664361,-0.04147483270293862,0.008231402125471382,-0.03972528248587571,-0.029736333333333344,-0.05065349019607844,-0.05364597701149426,-0.02629568614130435,-0.025,-0.025,-0.025
蔬菜类,干长辣椒(红皮),0.3999750896394706,0.31236761016743225,-0.7915399239543727,0.23567973856209148,0.1465754158752947,0.023012374261296077,-0.0061059105542232706,0.45177501689062377,0.48751991016927354,0.013527992373840676,-0.01704387921162076,0.02937168619769681,-0.025,-0.9750000000000001,-0.025,-0.025,-0.02384641301524173,0.05253869225001442,0.007425105444389166,0.1806382577922647,0.05358727810650888,-0.05287329408616538,0.14060317297552322,-0.025,-0.025,-0.015827850346712927,-0.021941914044433786,-0.025,-0.025,0.026488173076923076,-0.025,-0.025,-0.025,-0.025,-0.018487370018374638,-0.018816041549112025,-0.01887496752414397,-0.023222961389279675,-0.01550516106861485,-0.025,-0.025,-0.025,-0.9750000000000001,0.002781797135002168,0.017113970588235286,0.20537781927883922,0.2654109589041096,-0.025,-0.07500000000000001,-0.025,0.023012005790818836,-0.025,-0.125,-0.025,-0.025,-0.020267540065806167,-0.025,-0.008919817399394483,-0.025,0.07272907889008332,0.0011709151775978685,0.007360144498589606,-0.9750000000000001,0.011475106359693746,-0.0013302386355821504,-0.03264018116477134,0.011061129742392116,-0.225,-0.017402250378513485,0.00888872660706578,-0.025,-0.017416202411536588,0.0956555668962791,0.09065486123549221,-0.004738000013700661,-0.025,-0.025,-0.025,-0.025,-0.025,-0.025,-0.17500000000000002,0.0927065722812131,0.24769482326746461,0.06681367781155018,0.10543893678160918,0.012066552940232969,0.02631084035584809,0.005550117156990345,0.06881996335638149,0.036226166656132146,0.058575941369724494,0.014013526230409197,0.04499796334012218,0.10092372300308541,0.047989759887005684,0.10380499999999998,0.015403294117647057,-0.007253735632183914,0.1383406929347826,0.05853391617635304,-0.025,-0.025
蔬菜类,黄秋葵,0.014443480961987172,0.0065183370960327155,-0.026115669401641006,0.001882352941176467,-0.0239212416687853,-0.025,-0.019935075782658095,0.05004441608487851,0.021363487964859165,-0.025,-0.025,-0.025,-0.025,-0.9750000000000001,-0.025,-0.025,-0.02472440057836596,-0.017179651241035897,0.005520485153189227,0.03061228098190564,-0.015221040054619939,-0.0638848006422264,0.004582100029872877,-0.025,-0.025,-0.013396932394271272,-0.021131420545059013,-0.025,-0.025,0.040134211538461535,-0.025,-0.025,-0.025,-0.025,-0.024903223475490163,-0.0249358655997616,-0.024941930588557145,-0.02477217453708714,-0.024236340032328274,-0.024049429657794677,-0.025,-0.025,-0.9750000000000001,-0.021454926928085663,-0.02126838235294118,-0.010519321936503382,-0.018493150684931507,-0.025,-0.07500000000000001,-0.020634917581149093,-0.025,-0.025,-0.125,-0.025,-0.025,-0.025,-0.025,-0.025,-0.025,-0.025,-0.025,-0.025,-0.9750000000000001,-0.025,-0.025,-0.07500000000000001,-0.025,-0.225,-0.025,-0.025,-0.025,-0.025,-0.025,-0.025,-0.025,-0.025,-0.025,-0.025,-0.025,-0.025,-0.025,-0.17500000000000002,-0.07500000000000001,-0.07500000000000001,-0.07500000000000001,-0.07500000000000001,-0.07500000000000001,-0.07500000000000001,-0.07500000000000001,-0.025,-0.025,-0.07500000000000001,-0.025,-0.07500000000000001,-0.025,-0.07500000000000001,-0.07500000000000001,-0.07500000000000001,-0.07500000000000001,-0.07500000000000001,-0.025,-0.025,-0.025
蔬菜类,青花菜芽,0.002426540581747589,-0.004337306530274931,0.006829097458475042,0.00582352941176471,-0.019505510939626422,-0.02332198124425842,-0.021085325808571427,0.010782098441057979,0.014569297282323722,-0.016837626357913135,-0.01951509854740522,-0.018802978622809094,-0.025,-0.9750000000000001,-0.025,-0.025,-0.024961326607044847,-0.023005267913790785,-0.010736415544762661,0.00560170566227744,-0.012838529813381882,-0.06735683703505486,0.01310793695421665,-0.025,-0.025,-0.01999897686587137,-0.023332609328696963,-0.025,-0.025,0.0030734134615384573,-0.025,-0.025,-0.025,-0.025,-0.024574613410043425,-0.024661584578218893,-0.02467094000182381,-0.025,-0.02223809645025392,-0.024334600760456276,-0.025,-0.025,-0.9750000000000001,-0.013568948053827232,-0.020227941176470587,-0.010961787099554662,0.007876712328767119,-0.025,-0.04194775892571839,-0.013221645914456782,-0.023321636288009387,-0.025,-0.125,-0.025,-0.025,-0.025,-0.025,-0.025,-0.025,-0.02261895708127492,-0.025,-0.02404106992410721,-0.9750000000000001,-0.025,-0.01408698278431103,-0.04375029045438882,-0.023787481053710632,-0.225,-0.025,-0.023782846052914815,-0.025,-0.025,-0.021372380261813498,-0.023135327214571753,-0.022185809640855085,-0.025,-0.025,-0.025,-0.025,-0.025,-0.025,-0.17500000000000002,-0.0490971476160733,-0.05620915669357084,-0.04373495440729484,-0.03996695402298852,-0.05911248463710194,-0.0619325847302055,-0.06165256443634471,-0.0018784316881784204,-0.01706960570736417,-0.04306823351023504,-0.014573056456216921,-0.04816118708175735,-0.0012715118272197505,-0.04777118644067798,-0.04509533333333334,-0.05701443137254903,-0.05689080459770116,-0.06109782608695653,-0.016650835223884268,-0.025,-0.025
蔬菜类,苜蓿芽,-0.0027040591315663116,-0.006471765068709872,0.011661997198318952,0.01702614379084967,-0.022858435401618138,-0.024545181782025867,-0.020756251654176272,0.00040850286515025855,-0.0029578349607732625,-0.022318928365737893,-0.023348502199987946,-0.02275421296139948,-0.025,-0.9750000000000001,-0.025,-0.025,-0.023118793290337496,-0.015421021667660009,-0.011713535177901111,0.025040722208704985,-0.015579483386436051,-0.06927515386673803,0.0019191210211852681,-0.00875179585414244,-0.025,-0.024453974909402567,-0.024817949947755186,-0.025,-0.025,-0.021934870192307693,-0.025,-0.025,-0.025,-0.025,-0.024653324983311426,-0.024669434697631037,-0.02467190782534786,-0.024945891452558197,-0.02450998485407731,-0.025,-0.025,-0.025,-0.9750000000000001,-0.015406598176819565,-0.021363970588235297,-0.019940382129004453,-0.0061917808219178125,-0.025,-0.05362114115143911,-0.022465485663275518,-0.024544965221426393,-0.025,-0.125,-0.025,-0.025,-0.025,-0.025,-0.024954497623106718,-0.025,-0.02426649247579558,-0.025,-0.02475542786215762,-0.9750000000000001,-0.02293567620122088,-0.023063223528872384,-0.07092617043272782,-0.024870651435894692,-0.225,-0.025,-0.024916971683971185,-0.024850401216189567,-0.024690271266784896,-0.024346468918698145,-0.024620762618964016,-0.024775733194205386,-0.025,-0.016131951864781117,-0.025,-0.025,-0.025,-0.025,-0.17500000000000002,-0.04422267332916928,0.018110631784024472,-0.04455790273556232,-0.03632614942528736,-0.06605243320017276,-0.06404287113369247,-0.0638195782348347,-0.008572277354967493,-0.020305031666076032,-0.04691849886277484,-0.018879477564835052,-0.051297497817864426,-0.00505673637298595,-0.05479307909604521,-0.04185383333333334,-0.057462901960784324,-0.05062313218390806,-0.051038128396739144,0.014190890311157021,-0.025,-0.025
蔬菜类,紫高丽芽,0.010620146707448902,0.004566895721826367,-0.004167500500300125,-0.021758169934640526,-0.018308109132058166,-0.024252655527293603,-0.02067473787281234,0.04129131947051023,0.010412894864412978,-0.019181081564157054,-0.019623591103610394,-0.022636013643578402,-0.025,-0.9750000000000001,-0.025,-0.025,-0.024927904439989833,-0.022537307980697134,-0.008212192537241071,0.007275297254331209,-0.0072200728265817,-0.06534987958255287,0.016437772884725615,-0.025,-0.025,-0.02375001593504176,-0.024583242261772213,-0.025,-0.025,-0.017983173076923077,-0.025,-0.025,-0.025,-0.025,-0.024579559765740597,-0.024587664412685898,-0.024588567466332648,-0.025,-0.024732719011314897,-0.025,-0.025,-0.025,-0.9750000000000001,-0.008793951671248731,-0.021025735294117647,-0.00741200976871139,0.005136986301369859,-0.025,-0.04073428208465502,-0.014513721084142641,-0.02425248202566057,-0.025,-0.125,-0.025,-0.025,-0.025,-0.025,-0.025,-0.025,-0.023793342367419482,-0.025,-0.02452052720720662,-0.9750000000000001,-0.022515278710021555,-0.022230451825871675,-0.06579205106746092,-0.019392390951210363,-0.225,-0.024787452240008823,-0.02355780065315417,-0.017823691444231494,0.0066567645306268505,-0.02331412155074131,-0.023824340727918693,-0.024114775792378595,-0.025,-0.025,-0.025,-0.025,-0.025,-0.019222661711648412,-0.17500000000000002,-0.07500000000000001,-0.07500000000000001,-0.07500000000000001,-0.07500000000000001,-0.07500000000000001,-0.07500000000000001,-0.07500000000000001,-0.025,-0.025,-0.07500000000000001,-0.025,-0.07500000000000001,-0.025,-0.07500000000000001,-0.07500000000000001,-0.07500000000000001,-0.07500000000000001,-0.07500000000000001,-0.025,-0.025,-0.025
蔬菜类,黄豆芽,0.012716777990055432,0.006926426432440298,-0.022270362217330364,0.045231372549019606,-0.013113718276578881,-0.022537570088589372,-0.01824743860553066,0.00047656582338662795,0.008874494207501062,-0.021316008976625028,-0.025,-0.01873543615548276,-0.025,-0.9750000000000001,-0.025,-0.025,-0.024808318649725884,-0.013636563935939091,-0.00815479721131599,0.004973191397939378,-0.01380006827492035,-0.06595865667647847,0.008930238491435288,0.0038704932612711185,-0.025,-0.02023303254752687,-0.023410645951455148,-0.025,-0.025,0.001759533653846148,-0.025,-0.025,-0.025,-0.025,-0.024638163327804885,-0.02491306799270167,-0.0249403175493504,-0.02441619725128579,-0.0198580228843437,-0.0014971482889733802,-0.025,-0.025,-0.9750000000000001,-0.01694038489364781,-0.022562500000000003,-0.019114351386295074,0.006917808219178076,-0.025,0.011692281913193922,-0.022207686269681254,-0.02253796923424626,-0.025,-0.125,-0.025,-0.025,-0.025,-0.025,-0.024908320563002056,-0.025,-0.02014732841820263,-0.023685954320996995,-0.021883581943782746,-0.9750000000000001,-0.02244425722380528,-0.022207823854388742,-0.07232953773445577,-0.022105199517540298,-0.225,-0.024901309077405964,-0.022112998191587123,-0.025,-0.025,-0.015966879218765218,-0.01649011808079731,-0.023279512280993512,-0.025,-0.025,-0.025,-0.025,-0.025,-0.024512642612334077,-0.17500000000000002,-0.01819707821500452,0.04976231561369329,-0.026886930091185424,0.003056393678160907,-0.0511885335360347,-0.04998510904192929,-0.055064566519135646,0.007635002655534566,-0.011718714810098492,-0.025602602982057118,-0.015205005867151376,-0.0223407041024149,0.02709041823791567,-0.0272865466101695,-0.006922833333333336,-0.03929121568627452,-0.03908908045977012,-0.02364198369565218,0.004733908798593298,-0.025,-0.025
蔬菜类,黑豆芽,0.051544453478483195,0.04118056417794475,-0.11130178106864119,0.07164052287581699,-0.004641178259330712,-0.025,-0.01562893417208666,0.058204964592247825,0.03563079373559295,-0.025,-0.025,-0.025,-0.025,-0.9750000000000001,-0.025,-0.025,-0.024936230969455797,-0.013160244554246052,0.0288995145800071,-0.009754859420530311,-0.02047963131543013,-0.07022678619213274,0.04177944808358711,-0.025,-0.025,-0.024958890457196254,-0.024986293016324365,-0.025,-0.025,-0.02476923076923077,-0.025,-0.025,-0.025,-0.025,-0.024604291544226442,-0.024936424786349862,-0.024965588496922753,-0.024487392708446062,-0.01908163525054411,0.0063688212927756685,-0.025,-0.025,-0.9750000000000001,3.255679351757759e-05,-0.02011029411764706,-0.013722884643011062,0.07390410958904109,-0.025,-0.07500000000000001,-0.021104150955012082,-0.025,-0.025,-0.125,-0.025,-0.025,-0.025,-0.025,-0.025,-0.025,-0.025,-0.025,-0.025,-0.9750000000000001,-0.025,-0.025,-0.07500000000000001,-0.025,-0.225,-0.025,-0.025,-0.025,-0.025,-0.025,-0.025,-0.025,-0.025,-0.025,-0.025,-0.025,-0.025,-0.025,-0.17500000000000002,0.0027077243389548172,0.06049276370720838,-0.0029349544072948403,0.03524030172413789,-0.03871787683956243,-0.02886741945583251,-0.04283663108565479,0.02102293739283137,-0.008704376037072442,0.002177912560020201,-0.0064613390350199,0.0048359034041315085,0.04932344874871444,-0.0054643361581920985,0.02682799999999999,-0.03011137254901962,-0.026345977011494263,-0.02278125000000001,0.0359948601607122,-0.025,-0.025
蔬菜类,葵花芽,0.004307779019401818,-0.000665615068954642,-0.004217530518311086,0.008294117647058827,-0.021470605829482407,-0.02428371139680285,-0.017236063910829963,0.01808485348947777,0.004094816925375198,-0.00877455166524338,-0.008991320595503591,-0.019833001249535645,-0.025,-0.9750000000000001,-0.025,-0.025,-0.02495714883616297,-0.020355276565474017,-0.017984820498070393,0.02525534226004477,-0.014289371870732821,-0.0607840513781108,0.008152943123421685,-0.025,-0.025,-0.023132569585172718,-0.02437738056492917,-0.025,-0.025,-0.014517115384615382,-0.025,-0.025,-0.025,-0.025,-0.024415039674073873,-0.02458187898221503,-0.024635238067381167,-0.022203442442744616,-0.021722625972075502,-0.024144486692015212,-0.025,-0.025,-0.9750000000000001,-0.02225075965851541,-0.020404411764705883,-0.012185749173969262,-0.0034931506849315112,-0.025,-0.07500000000000001,-0.021924876487156207,-0.02428366657289796,-0.025,-0.12470963773069037,-0.025,-0.025,-0.025,-0.025,-0.024949150649836677,-0.024527051951551568,-0.023987953216638744,-0.024590064425724315,-0.024097685627952815,-0.9750000000000001,-0.023585028776720543,-0.022038030396809023,-0.0696963028602373,-0.022639317565480856,-0.225,-0.024953252664100676,-0.02264780908180018,-0.024890989053910975,-0.025,-0.02382170247662352,-0.02408732827809269,-0.02450569620440386,-0.025,-0.025,-0.025,-0.025,-0.025,-0.02473356937303496,-0.17500000000000002,-0.04591120827260741,-0.03448121347063736,-0.050981762917933146,-0.04151903735632185,-0.05235562398974984,-0.059986251481465025,-0.06262509763082533,-0.0055363027721574,-0.021396248294180874,-0.04423275208491282,-0.018253588955268626,-0.04546348559790516,2.5368529310929727e-05,-0.05237676553672317,-0.04650566666666668,-0.06100015686274511,-0.05909856321839081,-0.05347503396739131,-0.025,-0.025,-0.025
蔬菜类,绿豆芽,0.0013968604267715484,-0.0013756549121806926,0.0063157894736841635,0.00565751633986928,-0.022859432405621112,-0.025,-0.022019212093827394,0.01571866476490754,-0.008780013652687501,-0.011981907731416202,-0.018020312217467305,-0.012639728479281352,-0.025,-0.9750000000000001,-0.025,-0.025,-0.024528770654362514,-0.020093434333724264,-0.006897143281053911,-0.009562146182721061,-0.013936618115612202,-0.06928686111854429,-0.0069989225300436005,-0.004818020113566402,-0.025,-0.024964466148027418,-0.02498815327429384,-0.025,-0.025,-0.024800528846153847,-0.025,-0.025,-0.025,-0.025,-0.02495881621234748,-0.024984923469293388,-0.0249875258301345,-0.025,-0.02423952194886024,-0.024334600760456276,-0.025,-0.025,-0.9750000000000001,-0.01954492837505426,-0.02088235294117647,-0.020526504812526936,-0.012479452054794522,-0.025,-0.05345084912204133,-0.022277522971080297,-0.025,-0.025,-0.125,-0.025,-0.025,-0.025,-0.025,-0.025,-0.025,-0.025,-0.025,-0.025,-0.9750000000000001,-0.025,-0.025,-0.07500000000000001,-0.025,-0.225,-0.025,-0.025,-0.025,-0.025,-0.025,-0.025,-0.025,-0.025,-0.025,-0.025,-0.025,-0.025,-0.025,-0.17500000000000002,-0.05392803109167882,-0.012342053993877,-0.0568936170212766,-0.0514403735632184,-0.07004969620796671,-0.06896164019433683,-0.0693322051549076,-0.01526709663663119,-0.02311938286034895,-0.05113343442001517,-0.021872035196403964,-0.0529633401221996,-0.007471717517997942,-0.057860169491525434,-0.04904333333333334,-0.06054980392156864,-0.05989942528735633,-0.05515285326086958,-0.012135031447700912,-0.025,-0.025
蔬菜类,豌豆芽,0.0024919594830037674,-0.002708731910227462,-0.006265759455673536,0.03751372549019608,-0.022223343851725565,-0.02323582625142632,-0.01921855958103929,0.00048757600780722013,0.0054254592942154095,-0.019727225785951187,-0.022848230968597432,-0.025,-0.025,-0.9750000000000001,-0.02149706846864752,-0.025,-0.024949150145662045,-0.018716636225558997,-0.021124481481710446,-0.005602573038650742,-0.012976502048247612,-0.06625301043617876,0.008749344097949231,-0.023871177396182528,-0.025,-0.0233608871872134,-0.024453503828431457,-0.025,-0.025,-0.015798783653846155,-0.025,-0.025,-0.025,-0.025,-0.024875910989684055,-0.02488375371117084,-0.02488564627383642,-0.024916274142379524,-0.02481353969122682,-0.024938212927756654,-0.025,-0.025,-0.9750000000000001,0.004373462595861667,-0.01861029411764706,-0.014709811808648181,0.027164383561643836,-0.025,-0.031530718811618834,-0.019519377279793144,-0.023235577526084933,-0.025,-0.125,-0.024983249513718265,-0.025,-0.024930109968843962,-0.025,-0.024794186314526595,-0.023599535289760956,-0.021982589926849663,-0.024053853431161527,-0.02359507531519719,-0.9750000000000001,-0.019711670627551654,-0.01753787948253597,-0.0725629707576429,-0.024857900671722936,-0.225,-0.025,-0.024857357479798666,-0.025,-0.025,-0.02391586363349826,-0.0243605890826597,-0.024271279485472495,-0.025,-0.025,-0.025,-0.025,-0.025,-0.022956064329628656,-0.17500000000000002,-0.0302508515511139,0.0815243250765377,-0.04612790273556232,-0.04394906609195403,-0.045690258119132,-0.06298375119585514,-0.06290119760479043,-0.00683554314160531,-0.022059968538345527,-0.04429787717968159,-0.019503444456894548,-0.053019610125109126,-0.0042151868357902,-0.05076807909604521,-0.03580513333333334,-0.05458101960784315,-0.04753517241379311,-0.05358855298913044,0.05483220207683936,-0.025,-0.025
